TEDxSingapore	HootsuiteAPAC	0
TEDxSingapore	hootsuite	0
TEDxSingapore	lastmilehealth	0
TEDxSingapore	TEDxSGWomen	0
TEDxSingapore	TEDxNTU	0
TEDxSingapore	cerventus	0
TEDxSingapore	demishassabis	0
TEDxSingapore	GaryGrayJr	0
TEDxSingapore	davechua	0
TEDxSingapore	Jacqui_Hocking	0
TEDxSingapore	Chelseagoh	0
TEDxSingapore	hobbitown	0
TEDxSingapore	DanielleHoman	0
TEDxSingapore	Explore_SG	0
TEDxSingapore	Astarhq	0
TEDxSingapore	natgallerysg	0
TEDxSingapore	AListSG	0
TEDxSingapore	businessinsider	0
TEDxSingapore	techinsider	0
TEDxSingapore	ReutersTech	0
TEDxSingapore	TrendsSingapore	0
TEDxSingapore	Singapore_CM	0
TEDxSingapore	CNETNews	0
TEDxSingapore	engadget	0
TEDxSingapore	lifehacker	0
TEDxSingapore	verge	0
TEDxSingapore	Gizmodo	0
TEDxSingapore	dwell	0
TEDxSingapore	DesignMuseum	0
TEDxSingapore	99u	0
TEDxSingapore	CreativeReview	0
TEDxSingapore	Behance	0
TEDxSingapore	designmilk	0
TEDxSingapore	designtaxi	0
TEDxSingapore	Upworthy	0
TEDxSingapore	vocativ	0
TEDxSingapore	eamesd	0
TEDxSingapore	wwfsg	0
TEDxSingapore	VisitSingapore	0
TEDxSingapore	mashableasia	0
TEDxSingapore	mashable	0
TEDxSingapore	BillGates	0
TEDxSingapore	JayHerratti	0
TEDxSingapore	Sketch_Post	0
TEDxSingapore	davelimtm	0
TEDxSingapore	ArtSciMuseum	0
TEDxSingapore	natmuseum_sg	0
TEDxSingapore	SgArtMuseum	0
TEDxSingapore	kstoetzel	0
TEDxSingapore	Joi	0
TEDxSingapore	HowWeGetToNext	0
TEDxSingapore	imagination	0
TEDxSingapore	trendwatchingAP	0
TEDxSingapore	GuyKawasaki	0
TEDxSingapore	Entrepreneur	0
TEDxSingapore	FortuneMagazine	0
TEDxSingapore	IDEOorg	0
TEDxSingapore	Zappos	0
TEDxSingapore	OpenIDEO	0
TEDxSingapore	sequoia	0
TEDxSingapore	kpcb	0
TEDxSingapore	TomKelley74	0
TEDxSingapore	GreylockVC	0
TEDxSingapore	ycombinator	0
TEDxSingapore	tceb62	0
TEDxSingapore	GVteam	0
TEDxSingapore	hubsg	0
TEDxSingapore	tomfriedman	0
TEDxSingapore	techreview	0
TEDxSingapore	EconBizFin	0
TEDxSingapore	ForbesTech	0
TEDxSingapore	NatGeo	0
TEDxSingapore	NASA	0
TEDxSingapore	mohanbelani	0
TEDxSingapore	Cmdr_Hadfield	0
TEDxSingapore	trielly	0
TEDxSingapore	Cultjobs	0
TEDxSingapore	StanfordBiz	0
TEDxSingapore	500Startups	0
TEDxSingapore	RosabethKanter	0
TEDxSingapore	StanfordEntrepr	0
TEDxSingapore	EmTechAsia	0
TEDxSingapore	e27co	0
TEDxSingapore	TechCrunch	0
TEDxSingapore	techinasia	0
TEDxSingapore	BBCTech	0
TEDxSingapore	ThisIsSethsBlog	0
TEDxSingapore	FastCoIdeas	0
TEDxSingapore	FastCoEntertain	0
TEDxSingapore	FastCoDesign	0
TEDxSingapore	Lean	0
TEDxSingapore	chr1sa	0
TEDxSingapore	wef	0
TEDxSingapore	leanstartup	0
TEDxSingapore	sgmag_sg	0
TEDxSingapore	iremembersg	0
TEDxSingapore	TimeOutSG	0
TEDxSingapore	ericries	0
TEDxSingapore	JohnCleese	0
TEDxSingapore	jimmy_wales	0
TEDxSingapore	Sugatam	0
TEDxSingapore	pierre	0
TEDxSingapore	claychristensen	0
TEDxSingapore	StevenLevy	0
TEDxSingapore	Bill_Gross	0
TEDxSingapore	LiveableCities	0
TEDxSingapore	ericschmidt	0
TEDxSingapore	HarvardBiz	0
TEDxSingapore	nytimes	0
TEDxSingapore	melindagates	0
TEDxSingapore	TEDWomen	0
TEDxSingapore	NPR	0
TEDxSingapore	Forbes	0
TEDxSingapore	frogdesign	0
TEDxSingapore	TEDxJakarta	0
TEDxSingapore	Inc	0
TEDxSingapore	elonmusk	0
TEDxSingapore	brainpicker	0
TEDxSingapore	IDEOresearch	0
TEDxSingapore	stanforddschool	0
TEDxSingapore	TEDxChange	0
TEDxSingapore	followerwonk	0
TEDxSingapore	ideo	0
TEDxSingapore	medialab	0
TEDxSingapore	Acumen	0
TEDxSingapore	johndoerr	0
TEDxSingapore	PeterDiamandis	0
TEDxSingapore	HansRosling	0
TEDxSingapore	alaindebotton	0
TEDxSingapore	TEDQuote	0
TEDxSingapore	TEDYouth	0
TEDxSingapore	TED_Tweets	0
TEDxSingapore	NewYorker	0
TEDxSingapore	gatesfoundation	0
TEDxSingapore	SteveCase	0
TEDxSingapore	InsideOutProj	0
TEDxSingapore	FastCompany	0
TEDxSingapore	WIRED	0
TEDxSingapore	TED_TALKS	0
TEDxSingapore	tedxsydney	0
TEDxSingapore	thinkprogress	0
TEDxSingapore	TEDxKL	0
TEDxSingapore	HuffPostTech	0
TEDxSingapore	TEDxNUS	0
TEDxSingapore	stevenbjohnson	0
TEDxSingapore	MissionBlue	0
TEDxSingapore	TEDxWomen	0
TEDxSingapore	inchchua	0
TEDxSingapore	nancyduarte	0
TEDxSingapore	hrheingold	0
TEDxSingapore	remogiuffre	0
TEDxSingapore	larrybrilliant	0
TEDxSingapore	emilymcmc	0
TEDxSingapore	stevewoz	0
TEDxSingapore	cshirky	0
TEDxSingapore	richardbranson	0
TEDxSingapore	dtapscott	0
TEDxSingapore	wkamkwamba	0
TEDxSingapore	Gladwell	0
TEDxSingapore	TEDpartners	0
TEDxSingapore	TEDxTalks	0
TEDxSingapore	TEDbooks	0
TEDxSingapore	TEDFellow	0
TEDxSingapore	paragkhanna	0
TEDxSingapore	TEDActive	0
TEDxSingapore	TEDx	0
TEDxSingapore	TED_ED	0
TEDxSingapore	TEDxYouthDay	0
TEDxSingapore	actionhappiness	0
TEDxSingapore	tinochow	0
TEDxSingapore	TEDNews	0
TEDxSingapore	TheCharter	0
TEDxSingapore	TEDPrize	0
TEDxSingapore	SirKenRobinson	0
TEDxSingapore	TEDTalks	0
TEDxSingapore	TEDGlobal	0
TEDxSingapore	TEDchris	0
